#Network|Station|Latitude|Longitude|Elevation|SiteName|StartTime|EndTime
NC|CMW|37.540531|-121.887344|369.0|Mill Creek|2012-01-11T21:17:00|
NC|CNI|37.607948|-121.964561|393.0|Niles Canyon|2011-07-06T20:15:00|
NC|COS|37.50803|-121.375061|972.0|Mount Oso #2|1984-01-01T00:00:00|
NC|CPI|37.988903|-122.215607|203.0|Pinole Ridge|1991-10-10T17:30:00|
NC|CPM|37.949062|-122.408508|94.0|Point Molate|1996-07-23T00:00:00|
NC|CPP|37.700932|-121.684364|206.0|Patterson Pass #3|2004-04-14T16:12:00|
NC|CRH|37.858841|-121.992638|259.0|Round Hill Res|2000-09-20T00:00:00|
NC|CRPB|37.912331|-121.907158|307.0|Russellman Park|2001-06-05T23:00:00|
NC|CSA|37.672398|-121.702896|177.0|Sandia|1984-01-01T00:00:00|
NC|CSL|37.724159|-122.119293|219.0|San Leandro Hills|1991-08-08T23:40:00|
NC|CSPB|37.957161|-122.311302|208.0|San Pablo Ridge #2|2013-06-13T20:13:00|
NC|CSTC|37.638432|-121.498436|198.0|Corral Hollow|2009-02-06T16:56:00|
NC|CTA|38.026909|-122.015991|152.0|Taylor|2000-10-04T20:30:00|
NC|CUSLD|37.766491|-122.091881|116.0|Upper San Leandro Dam|2013-11-21T21:11:00|
NC|CVL|37.623592|-121.836411|313.0|Vallecitos|2008-04-23T20:53:00|
NC|CVP|37.884003|-122.223228|527.0|Vollmer Peak|1991-04-26T17:00:00|
NC|CYB|37.807873|-122.361801|-6.0|Yerba Buena Island|1992-06-04T21:40:00|
NC|CYD|37.562767|-122.09655|9.0|Coyote Hills #2|2012-02-17T00:00:00|
NC|G002|39.591915|-123.783699|30.0|N Highway 1 Fort Bragg|2012-12-06T00:21:00|
NC|G003|39.304501|-123.802948|25.0|Main St Mendocino|2012-12-06T21:21:00|
NC|G004|38.710251|-123.451233|20.0|Albatross Reach Sea Ranch|2012-12-07T18:33:00|
NC|G005|38.592064|-123.319794|225.0|Kruse Ranch Rd Cazadero|2013-05-02T23:04:00|
NC|G006|39.132172|-123.468155|357.0|Big Meadow Rd Philo|2013-05-03T18:56:00|
NC|G007|39.02153|-123.680847|92.0|Forest View Rd Manchester|2013-05-03T22:55:00|
NC|GAC|38.872742|-122.862915|968.0|Adobe Creek|1986-05-15T21:15:00|
NC|GAR|38.960037|-122.250305|242.0|Arbuckle|1984-01-01T00:00:00|
NC|GAXB|38.710732|-122.757332|386.0|Alexander Valley|2007-06-13T22:08:00|
NC|GBB|39.80127|-122.345497|170.0|Black Butte Lake|2000-12-06T18:38:00|
NC|GBG|38.814358|-122.682625|1103.0|Boggs Mountain|1984-01-01T00:00:00|
NC|GBL|39.11709|-123.70883|144.0|Beacon Light|2019-05-15T00:00:00|
NC|GBM|39.140854|-122.497391|1010.0|Baldy Mountain|1984-01-01T00:00:00|
NC|GCK|39.543755|-122.436684|251.0|Clark Valley|2000-06-06T21:58:00|
NC|GCR|38.773834|-122.716499|693.0|Castle Rock Springs #1|1984-01-01T00:00:00|
NC|GCVB|38.769268|-123.01487|151.0|Cloverdale #3|2004-08-17T19:00:00|
NC|GDC|38.76778|-123.239555|736.0|Dry Creek|1984-01-01T00:00:00|
NC|GDCB|38.76746|-123.23972|773.0|Dry Creek|2019-05-16T00:00:00|
NC|GDXB|38.807968|-122.795303|939.0|Geysers|2006-05-23T00:00:00|
NC|GFC|39.326553|-122.288864|64.0|Funks Creek|2001-04-03T23:25:00|
NC|GGPB|38.7644|-122.845184|1047.0|Geyser Peak #3|2006-05-25T01:15:00|
NC|GGPC|38.768765|-122.8465|918.0|Geyser Peak|2019-07-24T00:00:00|
NC|GGU|38.856392|-123.498169|645.0|Gualala|1984-01-01T00:00:00|
NC|GHC|38.605968|-123.197777|477.0|House Creek|1984-01-01T00:00:00|
NC|GHG|39.128132|-122.824478|871.0|Hogback Ridge|1984-01-01T00:00:00|
NC|GHGB|39.12745|-122.82347|858.0|Hogback Ridge|2019-03-22T00:00:00|
NC|GHL|39.040627|-123.01944|943.0|Highland Springs|1984-01-01T00:00:00|
NC|GHM|39.495453|-122.930962|1456.0|Hull Mountain|1984-01-01T00:00:00|
NC|GHO|39.04446|-123.541092|671.0|Hamilton Opening|1989-07-12T20:30:00|
NC|GMK|38.969551|-122.787735|904.0|Mount Konocti|1984-01-01T00:00:00|
NC|GNA|39.197502|-123.632027|318.0|Navarro Ridge #1|1984-01-01T00:00:00|
NC|GNR|39.20074|-123.63514|327.0|Navarro Ridge|2019-06-25T00:00:00|
NC|GPM|38.846535|-122.947098|736.0|Pine Mountain #1|1984-01-01T00:00:00|
NC|GRO|39.916843|-122.671165|1261.0|Round Mountain|1990-12-13T23:30:00|
NC|GRT|38.938667|-122.671097|590.0|Round Top Mountain|1984-01-01T00:00:00|
NC|GSG|38.866337|-122.710884|1057.0|Seigler Mountain #1|1984-01-01T00:00:00|
NC|GSN|38.940395|-123.192451|849.0|Snow Mountain|1984-01-01T00:00:00|
NC|GSS|38.702053|-123.014282|274.0|Skaggs Springs|1984-01-01T00:00:00|
NC|GSX|38.8498|-122.52254|492.0|Six Sigma Ranch|2019-05-22T00:00:00|
NC|GTC|39.399441|-123.555321|369.0|Three Chop Ridge|2002-10-17T00:00:00|
NC|GTS|39.311611|-122.603378|1069.0|Trough Spring|1984-01-01T00:00:00|
NC|GVV|39.775097|-122.675514|1457.0|Valley View|2002-04-28T00:00:00|
NC|GWK|39.052151|-122.49205|824.0|Walker Ridge #1|1984-01-01T00:00:00|
NC|GWR|39.205704|-123.301003|654.0|Wonder Ranch|1984-01-01T00:00:00|
NC|GWW|38.832842|-123.530819|337.0|Wildwood Ranch|2019-06-25T00:00:00|
NC|H001|36.922501|-121.740196|5.0|Cloudview Dr, Watsonville, CA|2011-02-08T20:45:00|
NC|H002|36.87709|-121.647385|151.0|Rancho Rea Rd Aromas|2012-08-22T17:45:00|
NC|HAZ|36.884457|-121.591965|98.0|Anzar Road|1984-01-01T00:00:00|
NC|HBC|37.02928|-121.0764|270.0|Basalt Campground|2020-02-04T00:00:00|
